function	Agabi_varbisH97_2	Acain1	Aciri1_iso	Acrchr1	Amore1	Armcep1	Armosto1	Artbe1	Arxad1	Ascim1	Ascsa1	Aspacu1	Aspbom1	Aspca3	Aspcam1	Aspcl1	Aspeuc1	Asphet1	Aspnov1	Aspoch1	Aspor1	Aspscl1	Aspste1	Aspte1	Aspuda1	Bauco1	Bjead1_1	Blade1	Botbo1	Botdo1_1	Cadsp1	Canalb1	Canca1	Capep1	Capse1	Catan2	Cenge3	Cersu1	Clafu1	Clalu1_2	Clasph1	CocheC4_1	CocheC5_3	Cocim1	Cocsa1	Coere1	Colch1	Colfi1	Colgr1	Color1	Colorb1	Colsi1	Colto1	Corca1	Cryne_JEC21_1	DimcrSC1	Dotse1	EndpusZ1	Erynec1	Eutla1	Fibra1	Fomme1	Fonmo1	Fonnu1	Fusfu1	Fusgr1	Galma1	Gansp1	Glalo1	Glost2	Grocl1	Hanpo2	Hanva1_1	Hebcy2	Hetan2	Hisca1	HypCI4A_1	HypEC38_3	Hyspu1_1	Kazaf1	Kocim1	Kurca1	Linpe1	Lipst1_1	Malgl1	Malsy1_1	Marbr1	Meimi1	Metbi1	Metbi_SCcomb	Micca1	Micld1	Mixos1	Monha1	Mycfi2	Mycgr3	Nakdel1	Neodi1	Neofi1	Neoirr1	Neopa1	Neucr2	Oidma1	Ophnu1	Parbr1	Penant1	Pench1	Pencop1	Pendig1	Penfla1	Pengri1	Penita1	Pennal1	Penox1	Penpol1	Pensol1	Penste1	Pensub1	Phaal1	Phaca1	Phisc1	Phlcen1	Phlrad1	Pirfi3	PleosPC15_2	Pneji1	Pocchl1	Podan3	PosplRSB12_1	Prola1	Psehu1	Pseudest1	Psiser1	Pucst1	Pucst_PST78_1	Punst1	Pycci1	Pyrco1	Pyrtt1	Rhihy1	Rhiir2_1	RhiirA4	RhiirA5	Rhiso1	Rhoto_IFO0559_1	Rhyru1_1	Rozal_SC1	Sacce1	Schoc1	Schpo1	Sclsc1	Sepmu1	Seppo1	SerlaS7_9_2	Settu3	Spapa3	Spipu1	Spore1	Spoth2	Suilu4	Talma1_2	Tapde1_1	Terbo2	Thasp1	Thite2	Torde1	Trave1	Treen1	Treme1	Trias2479	Triat2	Trire2	TriviGv29_8_2	Triver1	Tubma1	Tubme1v2	Uncre1	Ustvir1	Venpi1	Veral1	Verda1	Zygro1	Zymar1	Aspfu1-cluster	Aspni7-cluster	Blugr2-cluster	Lodelo1-cluster	Rhoto_IFO0880_2-cluster	Tubae1-cluster	YarliYB420-cluster
EC:1.1.1.188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:1.1.1.189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:1.1.1.193	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	2	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	2	0	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0
EC:1.1.1.195	1	9	4	0	3	0	0	2	5	1	5	15	3	6	2	6	6	3	6	2	12	8	13	5	1	5	1	1	12	10	17	0	1	1	2	0	6	3	5	9	2	9	7	2	7	0	0	3	8	1	0	0	1	11	4	0	3	1	0	10	5	2	2	2	11	6	3	6	7	10	2	3	6	2	6	2	4	8	7	3	2	0	0	4	4	1	1	4	9	2	2	1	2	4	3	1	0	0	4	0	8	3	18	0	1	1	5	2	0	1	3	1	0	3	1	0	1	2	13	4	14	0	0	0	2	0	4	0	5	1	3	0	0	0	0	5	5	3	3	2	0	0	0	5	5	6	1	4	4	2	4	4	3	3	1	11	1	3	5	1	11	2	0	0	4	4	7	0	4	1	15	6	12	2	1	0	1	0	6	9	8	10	2	3	10	0	1	3	0	0
EC:1.1.1.2	1	3	0	5	2	3	2	2	0	4	4	4	10	3	1	2	2	3	1	1	3	3	2	2	6	4	4	0	5	3	9	1	1	7	7	3	2	7	1	2	4	4	4	1	3	4	6	8	2	6	7	10	8	2	2	5	2	4	0	6	6	7	6	8	3	4	6	2	6	4	4	1	0	3	2	0	5	3	2	0	1	3	2	4	4	1	3	3	5	1	1	4	3	1	1	3	2	9	1	3	5	3	2	4	2	8	2	6	7	9	4	7	9	2	7	10	6	9	5	5	4	2	3	0	3	0	3	3	6	3	4	2	3	1	2	6	6	3	5	2	1	0	0	6	3	1	1	0	0	0	5	2	1	4	5	2	4	4	1	2	1	2	3	1	2	1	7	2	1	4	7	3	5	2	0	1	0	2	4	3	3	1	2	1	5	0	4	3	1	1
EC:1.1.1.200	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:1.1.1.205	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	3	2	1	3	1	1	2	1	0	2	1	2	0	3	1	0	1	1	1	1	2	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	2	1	0	1	1	1	1	1	3	2	2	2	1	1	1	0	1	1	2	1	2	2	0	1	1	2	1	0	1	1	1	1	0	0	2	1	2	2	1	1	2	1	4	1	1	2	3	1	1	3	2	2	0	2	1	2	2	1	1	2	2	1	1	1	2	1	1	1	3	2	1	1	2	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	4	1	1	1	1	1	2	1	0	1	1	2	1	0	2	1	1	2	1	2	1	1	1	1	2	2	1	0	1	1	1	3	1	1	1	1	1	2	1	1	1	1	1
EC:1.1.1.206	0	0	2	2	0	18	16	0	0	1	0	1	1	0	2	0	2	1	1	0	1	0	1	2	4	1	0	0	0	2	2	1	0	5	3	1	2	0	1	0	5	0	0	0	0	0	3	0	3	4	0	5	7	2	1	0	2	2	1	2	0	3	13	12	1	0	0	1	1	2	0	0	0	1	0	2	1	0	0	0	1	1	2	0	0	0	1	0	0	0	1	1	0	2	1	1	1	4	0	0	1	2	2	1	0	3	0	3	3	4	1	2	3	0	3	3	3	5	0	0	1	1	5	0	0	0	2	0	0	1	2	0	1	1	1	1	1	1	0	0	2	0	0	0	0	2	0	0	0	0	0	1	1	0	6	0	0	0	0	3	0	0	0	0	0	0	0	1	0	5	2	1	0	0	1	1	1	3	2	1	1	0	1	1	2	0	1	1	0	0
EC:1.1.1.208	0	0	0	1	0	3	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	4	0	0	0	0	0	1	0	0	5	2	8	8	0	0	0	0	2	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	2	0	7	0	2	1	1	2	2	0	0	2	5	5	5	0	0	0	0	0	0	0	0	4	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:1.1.1.21	3	0	1	3	2	5	6	1	0	1	2	1	4	0	1	1	1	2	1	1	2	1	2	3	3	1	3	1	3	1	5	4	2	6	5	2	1	4	1	3	6	1	1	2	1	0	3	3	1	3	3	3	4	1	3	4	1	4	1	0	2	2	4	6	4	1	7	2	1	1	1	4	4	2	2	0	1	0	2	1	10	5	0	1	0	0	0	0	2	1	1	2	1	1	2	0	1	5	1	1	1	1	1	5	1	4	1	5	4	4	7	3	6	1	3	4	2	3	2	4	6	2	3	6	3	0	8	1	8	3	0	0	6	1	5	4	1	1	1	4	1	0	0	2	2	0	0	1	1	1	0	1	1	5	3	7	0	0	1	10	2	1	0	2	1	1	2	4	3	4	3	3	4	1	0	0	1	3	1	0	1	2	1	1	1	2	1	2	0	1
EC:1.1.1.215	0	2	3	1	4	1	0	0	1	1	2	2	0	2	1	2	4	1	3	2	5	3	5	2	0	1	0	2	0	6	5	5	0	1	1	0	3	0	3	0	3	4	4	3	2	0	3	0	2	4	2	6	3	6	3	0	3	0	0	5	0	0	1	1	6	4	0	0	1	2	0	1	0	0	0	2	3	1	2	1	0	3	0	3	0	0	2	0	1	0	2	0	0	1	2	2	3	3	3	0	6	3	3	2	2	1	3	1	2	1	1	0	1	1	1	1	3	2	4	0	4	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	2	2	6	0	1	1	2	3	2	1	0	1	0	0	1	3	0	4	1	2	0	3	1	0	1	2	0	1	1	2	0	2	0	2	0	3	2	2	1	2	3	4	0	3	1	0	3
EC:1.1.1.216	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:1.1.1.219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:1.1.1.22	1	1	2	2	2	1	1	0	0	1	1	1	3	1	1	1	4	2	2	1	4	2	1	3	2	1	1	0	1	0	3	0	1	1	1	0	2	1	2	0	1	0	1	0	0	1	3	3	2	4	4	4	4	1	1	0	4	1	0	3	1	1	1	1	1	1	1	1	1	2	3	0	0	1	1	0	2	1	2	0	1	0	1	1	1	1	1	1	0	0	0	2	1	1	3	1	0	3	2	1	0	3	3	1	0	1	0	1	0	1	1	1	0	1	1	1	0	2	2	1	2	1	1	1	1	0	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	2	1	1	1	0	1	1	0	1	1	0	1	1	2	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	2	3	0	0	1	0	1
EC:1.1.1.23	1	1	2	0	1	0	0	1	1	1	0	2	0	2	1	1	2	1	2	1	1	2	0	0	1	2	1	1	1	2	1	0	1	0	0	0	2	1	1	0	0	1	0	1	0	1	0	1	1	0	1	1	0	0	1	0	1	0	0	2	1	1	0	0	1	0	1	1	1	2	1	1	1	1	1	1	2	1	0	1	0	0	2	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	2	0	2	0	2	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	2	1	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	2	0	1	1	1	0	1	0	1	1	1	1	0	0	1	0	1	3	2	1	1	1	2	0	1	1	0	0
EC:1.1.1.236	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:1.1.1.237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:1.1.1.24	0	0	0	1	0	2	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	2	2	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	3	2	4	2	1	1	0	1	3	3	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
EC:1.1.1.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:1.1.1.250	3	2	4	1	2	0	0	3	1	2	4	4	0	5	4	5	6	4	6	4	6	6	6	5	0	3	4	4	1	3	4	1	0	0	2	0	4	2	5	1	2	3	3	3	3	0	0	1	4	1	0	1	1	5	2	0	5	0	0	4	2	8	2	3	6	3	2	2	4	5	1	2	0	1	1	1	5	5	2	0	1	1	0	1	0	1	4	2	1	0	3	0	1	1	6	6	0	2	8	0	3	3	4	1	3	1	8	0	0	0	0	0	0	5	0	0	2	0	3	4	2	0	0	0	1	0	1	1	3	0	2	0	0	0	0	2	4	4	3	0	0	0	0	1	1	1	0	0	0	0	3	4	3	4	0	1	0	2	2	0	3	1	2	0	2	1	3	0	1	0	4	3	4	3	2	0	2	1	2	3	5	1	4	5	6	0	1	1	0	1
EC:1.1.1.252	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	2	1	3	0	0	0	0	2	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	2	0	2	0	3	1	0	0	1	1	0	3	2	2	4	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EC:1.1.1.255	0	1	1	0	0	0	0	0	0	0	0	2	0	1	1	1	1	1	1	1	2	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	5	0	0	0	2	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	3	1	2	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
EC:1.1.1.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:1.1.1.27	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	1	1	2	0	2	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	1	0	2	0	1	0	2	0	0	0	0	1	1	3	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0
EC:1.1.1.28	1	0	0	1	2	0	0	0	1	1	0	2	1	1	1	1	2	1	1	1	1	1	1	0	1	0	0	0	2	0	3	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	3	1	1	1	1	1	1	1	0	1	0	0	2	0	0	0	0	1	2	1	0	0	1	0	0	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	0	0	0	1	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	1	0	2	0	0	0	0	0	1	2	1	0	1	1	0	0	0	2	2	0	0	1	1	0	0	1	1	0
EC:1.1.1.29	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	2	1	0	3	3	2	2	0	0	0	0	1	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	2	0	1	1	1	2	0	2	0	2	3	2	2	0	0	0	1	1	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC:1.1.1.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	3	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
EC:1.1.1.30	0	0	0	5	0	2	1	1	0	0	1	1	4	0	0	0	2	1	2	0	1	1	3	2	4	0	1	1	0	0	4	0	0	10	5	1	1	0	1	0	8	3	3	1	1	0	7	5	3	4	5	7	8	2	0	0	0	6	1	3	0	2	22	18	2	2	1	1	0	1	1	0	0	0	0	1	1	0	2	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	7	0	2	1	1	0	5	2	6	2	2	2	4	3	6	3	2	2	4	3	3	1	0	2	0	0	0	0	0	5	1	1	1	0	1	2	0	1	1	0	0	2	2	0	1	1	0	1	1	1	0	0	0	2	0	0	0	8	0	0	0	1	0	1	0	0	1	0	0	1	3	0	1	0	1	1	1	1	2	0	1	1	3	0	0	0	0	1	2	1	1	2	1
EC:1.1.1.31	2	1	5	2	1	2	2	2	1	1	2	2	4	2	2	5	3	2	3	2	4	2	6	4	3	5	1	5	1	5	5	1	1	9	6	1	1	1	5	1	5	6	5	2	7	1	1	6	1	3	1	10	2	6	2	1	5	1	1	5	1	4	10	8	4	1	2	1	2	6	2	0	0	1	1	2	2	2	7	0	3	0	1	2	0	0	4	1	1	1	2	5	2	0	8	4	0	4	4	0	2	1	2	2	1	4	3	3	3	3	2	3	3	2	4	5	5	3	3	1	6	1	0	1	2	0	7	4	1	1	1	2	2	1	1	1	1	2	5	2	1	1	1	1	1	6	1	0	0	0	2	5	2	1	5	1	1	1	1	1	5	1	1	0	1	0	1	3	1	3	3	2	2	2	1	1	2	1	1	2	1	0	3	4	2	1	3	1	0	1
EC:1.1.1.34	1	1	1	1	1	2	1	1	1	1	1	4	3	5	1	1	3	4	2	1	5	4	2	4	2	1	1	1	1	2	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	0	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	3	2	2	1	2	2	1	1	3	2	1	3	2	1	2	1	2	3	1	1	1	2	2	1	1	0	1	2	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	1	1	1	1	1
EC:1.1.1.35	0	3	2	0	3	0	0	0	0	0	2	3	3	1	2	0	3	3	0	2	4	2	2	2	1	0	2	0	0	3	4	0	0	2	1	1	2	2	3	0	2	0	2	0	1	1	2	5	0	2	1	3	4	2	5	1	3	1	0	0	0	2	1	1	5	3	7	1	1	3	2	0	0	1	1	0	3	1	2	1	1	0	1	0	0	1	0	1	0	0	0	1	0	1	2	3	0	0	1	0	7	1	2	0	0	3	2	2	0	1	2	1	1	2	2	3	3	1	2	0	1	0	0	0	1	0	1	1	0	0	0	0	0	2	1	2	0	1	3	0	1	0	0	1	1	0	1	0	0	0	1	2	3	2	1	0	1	1	3	0	2	0	0	0	2	0	1	3	1	3	2	0	2	0	0	0	0	0	2	0	0	0	3	0	2	0	0	1	0	0
EC:1.1.1.37	2	3	4	2	2	2	2	3	2	3	2	5	2	4	3	3	4	3	4	3	4	4	4	3	2	2	2	5	3	3	5	3	2	2	4	2	3	2	2	3	2	3	3	3	3	3	2	3	3	3	2	3	1	4	2	2	3	1	2	3	2	2	2	2	4	3	2	2	3	3	2	2	1	2	2	3	3	3	3	4	2	3	4	3	2	2	2	3	3	3	3	2	2	2	3	3	3	2	3	2	5	5	3	2	3	2	4	1	2	3	2	2	2	3	3	3	3	2	4	2	4	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	4	3	1	4	1	1	2	3	3	2	2	3	3	2	3	4	7	2	2	0	3	4	2	2	2	2	3	3	4	3	2	2	3	2	3	3	3	4	2	3	4	2	3	1	2	2
